partner_id,partner_name,country,funded_amount,number_funded,average,percent_of_funded_amount,percent_of_number_funded
490,"N/A, direct to Farmerline",Ghana,50000,1,50000.000000000000,0.00036924438014668971,0.000005563313286861123010
491,"N/A, direct to Vava Coffee",Kenya,50000,1,50000.000000000000,0.00036924438014668971,0.000005563313286861123010
492,"N/A, direct to Nomanini",Mozambique,50000,1,50000.000000000000,0.00036924438014668971,0.000005563313286861123010
494,"N/A, direct to Prime Cookstoves",Indonesia,32000,1,32000.000000000000,0.00023631640329388142,0.000005563313286861123010
495,"N/A, direct to Brent Oils",Uganda,20000,1,20000.000000000000,0.00014769775205867589,0.000005563313286861123010
496,"N/A, direct to Soluciones Apropriadas",Guatemala,30000,1,30000.000000000000,0.00022154662808801383,0.000005563313286861123010
497,"N/A, direct to AKM Glitters",Tanzania,50000,1,50000.000000000000,0.00036924438014668971,0.000005563313286861123010
498,"N/A, direct to Indosole",Indonesia,30000,1,30000.000000000000,0.00022154662808801383,0.000005563313286861123010
500,"N/A, direct to ICT4D",Kenya,25000,1,25000.000000000000,0.00018462219007334486,0.000005563313286861123010
501,"N/A, direct to ACTT",Tanzania,25000,1,25000.000000000000,0.00018462219007334486,0.000005563313286861123010
502,"N/A, direct to SCODE",Kenya,35000,1,35000.000000000000,0.00025847106610268280,0.000005563313286861123010
510,"N/A, direct to Zonful Energy",Zimbabwe,50000,1,50000.000000000000,0.00036924438014668971,0.000005563313286861123010
505,"N/A, direct to Eco Fuels Kenya",Kenya,50000,1,50000.000000000000,0.00036924438014668971,0.000005563313286861123010
506,"N/A, direct to Dlo Haiti",Haiti,50000,1,50000.000000000000,0.00036924438014668971,0.000005563313286861123010
229,Entrepreneurs du Monde - Energy Microfranchises,Haiti,25000,1,25000.000000000000,0.00018462219007334486,0.000005563313286861123010
509,"N/A, direct to Global Trauma Project",South Sudan,50000,1,50000.000000000000,0.00036924438014668971,0.000005563313286861123010
503,"N/A, direct to Vitalite",Zambia,50000,1,50000.000000000000,0.00036924438014668971,0.000005563313286861123010
313,Investisseurs & Partenaires,Madagascar,50000,1,50000.000000000000,0.00036924438014668971,0.000005563313286861123010
315,Yunus Social Business (YSB),Albania,50000,1,50000.000000000000,0.00036924438014668971,0.000005563313286861123010
315,Yunus Social Business (YSB),Uganda,40000,1,40000.000000000000,0.00029539550411735177,0.000005563313286861123010
431,Nexus For Development,Malawi,50000,1,50000.000000000000,0.00036924438014668971,0.000005563313286861123010
173,LiftFund,United States,5475,1,5475.0000000000000000,0.000040432259626062523782,0.000005563313286861123010
